Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
QIZ13632,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-24,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14162,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14502,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ13717,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13721,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14879,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-17,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14171,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7093,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14172,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4402,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13726,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14510,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14883,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-17,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14512,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14515,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QIZ14517,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13729,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-23,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14889,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7095,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-17,,"ORF1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIZ14183,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14522,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14523,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIZ13847,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14528,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ14189,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ13849,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13850,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIZ13858,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIZ13859,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-22,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14199,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-20,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13673,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13674,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13675,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13676,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIX13677,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIX13678,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13679,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13680,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIX13681,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QIX13682,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13683,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13684,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13709,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13710,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13711,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13712,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIX13713,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIX13714,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13715,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13716,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIX13717,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QIX13718,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13719,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13720,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13721,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13722,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13723,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13724,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIX13725,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIX13726,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13727,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13728,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIX13729,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QIX13730,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13731,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13732,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13757,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13758,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13759,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13760,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIX13761,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIX13762,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13763,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13764,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIX13765,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QIX13766,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13767,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIX13768,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIX13769,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
